t010100_3040	Saaren maat saroin jaettu	skvr03103090,skvr03106140,skvr03106170
t050100_4020	Sauhua pakoon, aidan rakoon	skvr09114020,skvr09114050,skvr09114080,skvr09114170,skvr09114860,skvr06118980,skvr06169290,skvr08122940,skvr08123610,skvr10109390,skvr13058120,skvr13058290,skvr14108490,skvr14108630,skvr14108770,skvr14108970,skvr14109150,skvr14109360,skvr14109370
t050100_4030	Sianlihhoo, lämmintä leipee	skvr07144800
t050100_4040	Siellä vasta ihmeen näin - ämmät tangoilla sohisi	skvr08131940
t050100_4050	Siipu siipu sittajalka	skvr13062010,skvr13118880,skvr13118890,skvr13118900,skvr13118910,skvr13118920,skvr13118930,skvr13118940,skvr13118950,skvr13118960,skvr13118970,skvr13118980
t050100_4060	Sika juoksi kaukalo perässä, ämmä kaukalossa	skvr09127990
t050100_4070	Sika juoksi sirkin sorkin	skvr13118850,skvr13121710
t050100_4080	Sika juoksi sittu suussa	skvr06122850
t050100_4090	Sika meni metsään - susi vastaan	skvr09122990,skvr09123000,skvr09123010,skvr14113770,skvr14113780,skvr14113790
t050100_4100	Sika meni saunaan - lampaan kakku karsinaan	skvr11103930
t050100_4110	Sika sillalta putosi	skvr12101940,skvr12181050
t050100_4120	Sika siputa sapata	skvr03117810
t050100_4130	Sika sittui lunta	skvr12117870,skvr13121720
t050100_4140	Siksit, saksit, väärät veitset	skvr06122860
t050100_4150	Sinä ja minä ja Hentun Liisa	skvr06125680,skvr06127020,skvr06171020,skvr08137290,skvr10118620,skvr10118630,skvr10118650,skvr12119130,skvr12119140,skvr12119150,skvr12119160,skvr13028640,skvr13028650,skvr14120300
t050100_4160	Sinä sikolätti, minä mummu nätti	skvr14120400
t050100_4170	Sipis lipis pienet kanat	skvr14113800
t050100_4180	Sirkan siipi, torakan koipi	skvr07145970,skvr14118590,skvr14118670
t050100_4190	Sirkka soitti suolla	skvr13062000
t050100_4200	Soi soi Soikkolaan	skvr13118860
t050100_4210	Soi, soi sorolinnut	skvr06122870
t050100_4220	Soita poika, laula poika	skvr13118870
t050100_4230	Sokkoa viedään sotaan	skvr06125260
t050100_4240	Sormien nimet	skvr01119580,skvr09124730,skvr06127750,skvr06127760,skvr06127770,skvr06171370,skvr06171380,skvr07138890,skvr07138900,skvr07138910,skvr07138920,skvr07138930,skvr07138940,skvr10111980,skvr10111990,skvr10112000,skvr10112010,skvr10112020,skvr10112030,skvr10112040,skvr10112050,skvr10112060,skvr10112070,skvr10112080,skvr10112090,skvr10112100,skvr10112110,skvr10112121,skvr10112122,skvr10112123,skvr10112124,skvr10112120,skvr11126840,skvr11126850,skvr11126860,skvr11126870,skvr11126880,skvr11126890,skvr11126900,skvr11105140,skvr11105150,skvr11105160,skvr11105170,skvr11105180,skvr12111500,skvr12119171,skvr12119170,skvr12119181,skvr12119182,skvr12119180,skvr12119190,skvr12119200,skvr12119210,skvr12119220,skvr12119230,skvr12119240,skvr12119250,skvr12119260,skvr12119270,skvr12119281,skvr12119282,skvr12119280,skvr12119290,skvr12129360,skvr12182820,skvr12182830,skvr12182840,skvr13067590,skvr13067600,skvr13067610,skvr13067620,skvr13067630,skvr13067640,skvr13067650,skvr13067660,skvr13067670,skvr13067680,skvr13067690,skvr13067700,skvr13067710,skvr13067720,skvr13120980,skvr13121730,skvr13121740,skvr13121750,skvr13121760,skvr13121770,skvr13121780,skvr13121790,skvr13121800,skvr13121810,skvr13121820,skvr13121830,skvr13121840,skvr13121850,skvr13121860,skvr13121880,skvr14117500,skvr14117510,skvr14117520,skvr14117530,skvr14117540,skvr14117550,skvr14117560,skvr14117570,skvr14117580,skvr14117590,skvr14117600,skvr14117610,skvr14117620,skvr14117630,skvr14117640,skvr14117650,skvr14117660,skvr14117670,skvr14117680,skvr14117690,skvr14117700,skvr14117710,skvr14117720,skvr14117730,skvr14117740,skvr14117760
t050100_4250	Sorsa soitti kanteletta	skvr01114840,skvr04101620,skvr09121810,skvr09201240,skvr09203470,skvr09203480,skvr09203490,skvr09404270,skvr09406040,skvr09406250,skvr05217590,skvr05201780,skvr05219200,skvr05220400,skvr06117480,skvr06117490,skvr06117510,skvr06117540,skvr06117570,skvr06117600,skvr06117610,skvr06117630,skvr06117650,skvr06117670,skvr06117680,skvr06117690,skvr06117700,skvr06102090,skvr06123360,skvr06102950,skvr06100430,skvr06105310,skvr06168850,skvr06168860,skvr06168880,skvr06168890,skvr06168900,skvr06168911,skvr07104900,skvr07121980,skvr07121990,skvr07122000,skvr07122010,skvr07122020,skvr07138750,skvr11103350,skvr11103820,skvr12101372,skvr12102360,skvr12102400,skvr12102480,skvr12102490,skvr12102500,skvr12102510,skvr12102520,skvr12102530,skvr12102560,skvr12102570,skvr12145470,skvr12107800,skvr12107810,skvr12107820,skvr12107830,skvr12107840,skvr12107850,skvr12107860,skvr12107870,skvr12107880,skvr12107890,skvr12100820,skvr12182320,skvr13020240,skvr13053410,skvr13053420,skvr13053430,skvr13053440,skvr13053450,skvr13053460,skvr13053470,skvr13053480,skvr13053490,skvr13053500,skvr13053510,skvr13053520,skvr13053530,skvr13053540,skvr13053550,skvr13053560,skvr13053570,skvr13053580,skvr13053590,skvr13053600,skvr13053610,skvr13113760,skvr14106810,skvr14106820
t050100_4260	Sotamiehet soutelivat - kasakat kävelivät	skvr12130200,skvr12130210,skvr12130240,skvr12130250,skvr12130260,skvr12130280,skvr12130560,skvr12130570
t050100_4270	Soudan, soudan saareen - mamma antaa maitoa	skvr01118180,skvr02105770,skvr06118330,skvr06118340,skvr07138970,skvr07138980,skvr07138990,skvr11108050,skvr12108020,skvr12108040,skvr12108050,skvr12108130,skvr12108390,skvr13113620
t050100_4280	Soudan, soudan Sorolaan, tätilään - täti lypsää, ukko juo	skvr01118210,skvr01119540,skvr02105750,skvr09201870,skvr05219280,skvr05219290,skvr06118020,skvr06118080,skvr06118090,skvr06118120,skvr06118130,skvr06118140,skvr06118150,skvr06118160,skvr06118170,skvr06118180,skvr06118190,skvr06118200,skvr06118210,skvr06118220,skvr06118230,skvr06118240,skvr06118250,skvr06118260,skvr06118270,skvr06118280,skvr06118290,skvr06169061,skvr06169062,skvr06169060,skvr06169070,skvr06169460,skvr07134010,skvr07139011,skvr07139010,skvr07139020,skvr07139030,skvr07139040,skvr07139050,skvr07139060,skvr07139070,skvr07139080,skvr07139090,skvr07139100,skvr07139110,skvr07139120,skvr07139130,skvr07139140,skvr07139150,skvr07139160,skvr07139170,skvr07139180,skvr07139190,skvr11101160,skvr11101170,skvr12117890,skvr12108010,skvr12108020,skvr12108030,skvr12108040,skvr12108060,skvr12108070,skvr12108080,skvr12108110,skvr12108120,skvr12108130,skvr12108140,skvr12108150,skvr13051380,skvr13057840,skvr13062130,skvr13062140,skvr13062150,skvr13062160,skvr13062170,skvr13062180,skvr13062190,skvr13062200,skvr13062210,skvr13062220,skvr13062230,skvr13062240,skvr13062250,skvr13062260,skvr13062270,skvr13062280,skvr13062290,skvr13062300,skvr13062310,skvr13062320,skvr13062330,skvr13062340,skvr13062350,skvr13062360,skvr13062370,skvr13062380,skvr13062390,skvr13062400,skvr13062410,skvr13062420,skvr13062430,skvr13062440,skvr13062450,skvr13062460,skvr13062470,skvr13062480,skvr13062490,skvr13062500,skvr13062510,skvr13062520,skvr13062530,skvr13113620,skvr13119000,skvr13119010,skvr13119020,skvr13119030,skvr13119040,skvr13119050,skvr13119060,skvr13119070,skvr13119080,skvr13119090,skvr13119100,skvr13119110,skvr13119120,skvr13119130,skvr13119140,skvr13119150,skvr13119160,skvr13119170,skvr13119180,skvr13119190,skvr13119200,skvr13119210,skvr13119220,skvr13119230,skvr13119240,skvr13119250,skvr13119260,skvr13119270,skvr13119280,skvr14112040,skvr14112090
t050100_4290	Soudetaan Suomeen	skvr01118200,skvr01118210,skvr01118220,skvr02105760,skvr02105770,skvr09119390,skvr06118310,skvr06118320,skvr07138990,skvr10112160,skvr12110900,skvr12111380,skvr12108160,skvr12108170,skvr12108180,skvr12108190,skvr12108200,skvr12108210,skvr12108220,skvr12108230,skvr12108240,skvr12108250,skvr12108260,skvr12108270,skvr12108280,skvr12108290,skvr12108300,skvr12108310,skvr12108320,skvr12108330,skvr12108341,skvr12108340,skvr12108350,skvr12108360,skvr12108370,skvr12108381,skvr12108380,skvr12108390,skvr12108400,skvr12108410,skvr12108420,skvr12108430,skvr12108440,skvr12108450,skvr12109740,skvr12182330,skvr13062030,skvr13062040,skvr13062050,skvr13062060,skvr13062070,skvr13062080,skvr13062090,skvr13062100,skvr13062110,skvr13062120,skvr13113690,skvr13118990,skvr15100920
t050100_4300	Soutaa, laulaa Loparin Kaija	skvr12135020
t050100_4310	Soutaa soppaa, airot noppaa	skvr01118230,skvr01119550,skvr09119340,skvr09119350,skvr09119360,skvr09119370,skvr09119380,skvr09119390,skvr06118140,skvr06118330,skvr06127780,skvr07139200,skvr07139210,skvr12107900,skvr12107910,skvr12107920,skvr12107930,skvr12107940,skvr12107950,skvr12107960,skvr12107970,skvr12107981,skvr12107980,skvr12107990,skvr12108000,skvr13112020
t050100_4320	Soutaa, soutaa, sompuranokka	skvr01118220,skvr01118230,skvr07139000
t050100_4330	Soutelemme, joutelemme	skvr01114850,skvr01118150,skvr01118160,skvr01118200,skvr01119530,skvr01119560,skvr01119570,skvr06118200,skvr07128000,skvr07201250,skvr12135830,skvr12108460,skvr13011510
t050100_4340	Suola on salt	skvr10115980
t050100_4350	Supi supi sukkaan - älä sano kellekään	skvr06175980,skvr12182860,skvr12182870
t050100_4360	Susi ulvoi Untereessa	skvr13063970,skvr13063980,skvr13063990
t050100_4370	Suti, puti, sorkat kenkään	skvr06123440,skvr06109500,skvr11103940,skvr12119300,skvr12119310,skvr12182850
t050100_4380	Suuren leilin runtiriepu	skvr07144750
t050100_4390	Suurikokoinen suolarae	skvr09304690,skvr05310720,skvr07144810
t050100_4400	Suutari, tee minulle kengät - menen naimaan	skvr01223200,skvr09127760,skvr09127770,skvr09127780,skvr09127790,skvr09127800,skvr09127810,skvr09127820,skvr09127830,skvr09127840,skvr09127860,skvr09127870,skvr09127880,skvr09203170,skvr09203500,skvr05219180,skvr06119320,skvr06122920,skvr06122930,skvr06122940,skvr06123110,skvr06123130,skvr06123150,skvr06123160,skvr06123170,skvr06123180,skvr06123210,skvr06124950,skvr06170500,skvr07139220,skvr07139230,skvr07140410,skvr07140430,skvr07140440,skvr08138010,skvr08138950,skvr08138960,skvr08138970,skvr08138980,skvr08138990,skvr08139020,skvr08139030,skvr08139040,skvr08139050,skvr08139060,skvr08139070,skvr08139080,skvr08139090,skvr08139100,skvr08139110,skvr08139120,skvr08139130,skvr08139140,skvr08139150,skvr08139160,skvr08139170,skvr08139180,skvr08139190,skvr08139200,skvr08139210,skvr08139220,skvr08139230,skvr08139240,skvr08139250,skvr08139260,skvr08139270,skvr08139280,skvr08139290,skvr08139300,skvr08139310,skvr08139320,skvr08139330,skvr08139340,skvr08139350,skvr08139360,skvr08139370,skvr08139380,skvr08139390,skvr08139400,skvr08139410,skvr08139420,skvr08139430,skvr08139440,skvr08139450,skvr08139460,skvr08139470,skvr08139500,skvr08139510,skvr08139530,skvr08149950,skvr08149960,skvr08149970,skvr08149980,skvr08149990,skvr08150000,skvr08150010,skvr08150020,skvr08150030,skvr08150040,skvr08150050,skvr08150060,skvr08150070,skvr08150080,skvr10112170,skvr10112180,skvr10112190,skvr10112200,skvr10112210,skvr10112220,skvr10112230,skvr10115640,skvr10115770,skvr10118080,skvr12116170,skvr12116200,skvr12116210,skvr12116220,skvr12116230,skvr12116240,skvr12116250,skvr12116260,skvr12116270,skvr12116300,skvr12116310,skvr12116340,skvr12116350,skvr12116380,skvr12116390,skvr12116400,skvr12116410,skvr12116420,skvr12116440,skvr12116450,skvr12116470,skvr12116480,skvr12116490,skvr12116510,skvr12116520,skvr12116530,skvr12116550,skvr12116560,skvr12116570,skvr12116580,skvr12116590,skvr12116610,skvr12116630,skvr12116660,skvr12116690,skvr12116800,skvr12116830,skvr12116840,skvr12116890,skvr12116910,skvr12116930,skvr12116940,skvr12116970,skvr12116980,skvr12116990,skvr12117000,skvr13061260,skvr13064940,skvr14100890
t050100_4410	Suutari uhkasi flikan ottaa	skvr11126480
t050100_4420	Suuta söi suppii	skvr13067740
t050100_4430	Sylien mie nuottaa	skvr01119590
t050200_0350	Sun kukkos käy mun peltoni poikki	skvr10119950,skvr10119960,skvr10119970,skvr10119980,skvr10119990
t050300_1810	Saara	skvr04133260,skvr04138870,skvr04139160,skvr06126920,skvr06126930,skvr06126940,skvr06126950,skvr06126960,skvr12134840,skvr13051990,skvr13070340,skvr13070350,skvr13070360,skvr13070370,skvr13070380,skvr13070390,skvr13070400,skvr13070410,skvr13070420,skvr13070430,skvr13070440,skvr13070450,skvr13070460,skvr13123490,skvr13123500,skvr13123510,skvr13123520,skvr14120090,skvr14120100
t050300_1820	Saituri	skvr08141950,skvr08141960,skvr08141970,skvr14120390
t050300_1830	Sakari	skvr08142390,skvr12134720,skvr12134850
t050300_1840	Salamon	skvr06126970
t050300_1850	Samuli (Samel, Samppu)	skvr09132520,skvr09132530,skvr09132540,skvr09132550,skvr08142390,skvr08143810,skvr08143820,skvr08143840,skvr14120100,skvr14120110,skvr14120120,skvr14120130,skvr14120140,skvr14120150
t050300_1860	Santeri	skvr10118170
t050300_1870	Satu	skvr09132560,skvr08151580,skvr12134860,skvr12134870,skvr12134880,skvr12134890
t050300_1880	Seppä	skvr13067570,skvr13108510
t050300_1890	Siiri	skvr06126980
t050300_1900	Simo	skvr08143290,skvr08151310,skvr13070470,skvr13070480,skvr13070490,skvr13122520,skvr13123530,skvr13123540,skvr13123550,skvr13123560
t050300_1910	Simona	skvr14118582
t050300_1920	Sinä ja minä	skvr14120400
t050300_1930	Sissu	skvr12133840
t050300_1940	Stepani	skvr01119911,skvr01119910
t050300_1950	Sulhanen ja morsian	skvr09134090
t050300_1960	Suutari ja räätäli	skvr06122900,skvr06122910,skvr08141930,skvr08141940,skvr13066460,skvr13126600,skvr14117770,skvr14117780,skvr14117790
t050400_1630	Sarake, varake, Kikkel, mikkel	skvr04138910
t050400_1640	Saroogin baroogin	skvr02111230
t050400_1650	Sepete, Sepete!	skvr07141690
t050400_1660	Sierikka lierikka sai pierun kiinni	skvr06125640
t050400_1670	Sika röhki sillan alta	skvr12130080,skvr12130090
t050400_1680	Sikker, kikker	skvr07141700,skvr07141710
t050400_1690	Sini sini, puna puna	skvr04138960
t050400_1700	Sipsit, sapsit, tuikin lapset	skvr12130100
t050400_1710	Sommensoo, himploo	skvr07141720
t050400_1720	Sota tulee - vie kaikki kapineet	skvr12130110,skvr12130120,skvr12130130,skvr12130140,skvr12130150,skvr12130160,skvr12130170,skvr12130180,skvr12130190
t050400_1730	Sotamies souteli vetten päällä	skvr11126580,skvr11104200,skvr11104210,skvr12130220,skvr12130230,skvr12130250,skvr12130260,skvr12130270,skvr12130280,skvr12130290,skvr12130300,skvr12130310,skvr12130320,skvr12130330,skvr12130340,skvr12130370,skvr12130390,skvr12130400,skvr12130410,skvr12130420,skvr12130430,skvr12130440,skvr12130450,skvr12130460,skvr12130470,skvr12130480,skvr12130490,skvr12130500,skvr12130510,skvr12130520,skvr12130530,skvr12130540,skvr12130550,skvr12183570
t050400_1740	Sotamies surkea, maantien kulkija	skvr12130580
t050400_1750	Soudin herran veneellä	skvr12130590
t050400_1760	Sus sus tätilään	skvr12108060
t050400_1780	Syketin, toketin, toukerlouker	skvr07141850
t050500_0660	Sikasilla	skvr05100970,skvr05220120,skvr05310730,skvr05310740,skvr05302530,skvr07143220,skvr13075500,skvr13075510,skvr13075520,skvr13075530,skvr13075540,skvr13075550,skvr13075560,skvr13075570,skvr13075580,skvr13075590,skvr13075600,skvr13075610,skvr13124710,skvr13124720,skvr13124730,skvr13124740
t050500_0670	Sininen tupsu	skvr06125170
t050500_0680	Sokea poika	skvr13075820,skvr13075830
t050500_0690	Sokkosilla	skvr09128740,skvr09128750,skvr09128760,skvr09128770,skvr09128780,skvr09128790,skvr09128800,skvr09128810,skvr09203910,skvr09203920,skvr09203930,skvr09203940,skvr06125180,skvr06125190,skvr06125200,skvr06125210,skvr06125220,skvr06125230,skvr06125240,skvr06125250,skvr06125260,skvr06125270,skvr06125280,skvr06170890,skvr06170900,skvr06170910,skvr06170920,skvr07143240,skvr07143250,skvr10117400,skvr11104310,skvr12121550,skvr12121560,skvr12121570,skvr12121580,skvr12121590,skvr12121600,skvr12121610,skvr12121620,skvr12121630,skvr12121640,skvr12121650,skvr12182960,skvr13075840,skvr13075850,skvr13075860,skvr13075870,skvr13075880,skvr13075890,skvr13075900,skvr13075910,skvr13075920,skvr13075930,skvr13075940,skvr13075950,skvr13124780,skvr13124790,skvr14120670,skvr14120680,skvr14120690,skvr14120700
t050500_0700	Sormuksen kätkeminen	skvr13075960,skvr13075970,skvr13075980
t050500_0710	Surmakuoppa	skvr13075990
t050500_0720	Susilampaisilla	skvr09128820,skvr09128830,skvr09128840,skvr09128850,skvr09128860,skvr09128870,skvr09128880,skvr09128890,skvr09128900,skvr09128910,skvr09128920,skvr09128930,skvr09128940,skvr09128950,skvr09128960,skvr09128970,skvr09128980,skvr09128990,skvr09129000,skvr09129010,skvr09129020,skvr09129030,skvr09129040,skvr09129050,skvr09129060,skvr09129070,skvr09129080,skvr09129090,skvr09129100,skvr09129110,skvr09129120,skvr09129130,skvr09129140,skvr09129150,skvr09129160,skvr09129170,skvr09129180,skvr09129190,skvr09129200,skvr09129210,skvr09129220,skvr09129230,skvr09129240,skvr09129250,skvr09129260,skvr09129270,skvr09129280,skvr09129290,skvr09129300,skvr09129310,skvr09129320,skvr09129330,skvr09129340,skvr09129350,skvr09129360,skvr09129370,skvr09129380,skvr09129390,skvr09129400,skvr09129410,skvr09129420,skvr09129430,skvr09129440,skvr09129450,skvr09129460,skvr09129470,skvr09129480,skvr09203950,skvr09203960,skvr09203970,skvr09203980,skvr08134950,skvr08139930,skvr08139940,skvr08139950,skvr08139960,skvr08139970,skvr08139980,skvr08139990,skvr08140000,skvr08140010,skvr08140020,skvr08140030,skvr08140040,skvr08140050,skvr08140060,skvr08140070,skvr08140080,skvr08140090,skvr08140100,skvr08140110,skvr08140120,skvr08140130,skvr08140140,skvr08140150,skvr08140160,skvr08140170,skvr08140180,skvr08140190,skvr08140200,skvr08140210,skvr08140220,skvr08140230,skvr08140240,skvr08140250,skvr08140260,skvr08140270,skvr08140280,skvr08140290,skvr08140300,skvr08140310,skvr08140320,skvr08140330,skvr08140340,skvr08140350,skvr08140360,skvr08140370,skvr08140380,skvr08140390,skvr08140400,skvr08140410,skvr08140420,skvr08140430,skvr08140440,skvr08140450,skvr08140460,skvr08140960,skvr08140970,skvr08140980,skvr08150150,skvr08150160,skvr08150170,skvr08150180,skvr08150190,skvr08150200,skvr08150210,skvr08150220,skvr08150230,skvr08150240,skvr08150250,skvr08150260,skvr08150270,skvr08150280,skvr10117410,skvr10117420,skvr10117430,skvr10117440,skvr10117461,skvr10117462,skvr10117460,skvr11126590,skvr11126600,skvr11126610,skvr11104220,skvr11104230,skvr12122490,skvr14120480,skvr14120710,skvr14120720
t050500_0730	Susisilla	skvr06125310
t050500_0740	Suutarin sohiminen	skvr06125350,skvr06125360,skvr13076000,skvr13076010
t060100_0130	Silmänkääntäjäksi tullaan	skvr10120550,skvr11105720
t060200_0230	Seinärautio	skvr06130810
t060300_0270	Siunaamattomana haudatun valituksia	skvr10151400,skvr10151410,skvr10151420
t060500_2130	Sammakon jälki	skvr01224040,skvr01204501,skvr01204500,skvr01204510,skvr01204520,skvr01204530,skvr04143460,skvr05225550,skvr07212490,skvr07212500,skvr07212510,skvr07212520,skvr07212530,skvr07212540,skvr07212550,skvr12151380,skvr12151390,skvr12151400,skvr12151410,skvr12151420,skvr12151430,skvr12151440,skvr12151450,skvr12151460,skvr12151470,skvr12151480,skvr12151490,skvr12151500,skvr12151510,skvr12151520,skvr12151530,skvr12151540,skvr12151550,skvr12151560,skvr12151570,skvr12151580,skvr12151590,skvr12151600,skvr12185870,skvr13088040,skvr13088050,skvr13088060,skvr13088070,skvr13088080,skvr13088090,skvr13088200,skvr13088230,skvr13088890
t060500_2140	Sampaat	skvr09305310,skvr09305320,skvr09305330,skvr09305340,skvr09405700,skvr09405710,skvr09405720,skvr06141830,skvr06141840,skvr06141850,skvr06141860,skvr06141870,skvr06141880,skvr07302890,skvr07302900,skvr07302910,skvr07302920,skvr07302930,skvr07302940,skvr07302950,skvr07302960,skvr08103090,skvr08103100,skvr10130721,skvr10139341,skvr12161820,skvr12161830,skvr13094450,skvr13094460,skvr13094470,skvr13094480,skvr13094490
t060500_2150	Saunapakana	skvr07221970,skvr07221980,skvr07221990,skvr07222000,skvr07222010,skvr07222020,skvr07222030,skvr07222040,skvr07222050,skvr07222060,skvr07222070,skvr07222080,skvr07222090,skvr07223090,skvr13094220,skvr13094600
t060500_2160	Savipuoli	skvr09305350,skvr09305360,skvr09305370,skvr06141820,skvr08102630,skvr12161840,skvr12186640,skvr14124290
t060500_2170	Selkäkivut	skvr01206400,skvr01206410,skvr04145000,skvr09300110,skvr09405760,skvr06143070,skvr06173611,skvr07221360,skvr07221370,skvr12156350,skvr12161850
t060500_2180	Sian purema	skvr07212560,skvr07209990
t060500_2190	Sikotauti	skvr06143170,skvr07223140
t060500_2200	Silmäpasko	skvr09304910,skvr06142580,skvr06142610,skvr06142650,skvr07229220,skvr07229230,skvr07229240,skvr07229250,skvr07229260,skvr07229270,skvr07229280,skvr07229290,skvr07229300,skvr07229310,skvr07229320,skvr07229340,skvr07229350,skvr12161860,skvr12161870,skvr12161890,skvr13094590,skvr13094600
t060500_2210	Silmäpaskon nostatus	skvr06142560
t060500_2220	Silmätauti	skvr01207350,skvr01209220,skvr01209230,skvr01209240,skvr01209250,skvr01209260,skvr01209271,skvr01209270,skvr01209280,skvr01209290,skvr01209300,skvr01209310,skvr01209320,skvr04145020,skvr09405730,skvr09405740,skvr05312980,skvr06142570,skvr06142620,skvr06142630,skvr06142640,skvr06142660,skvr06142670,skvr06142680,skvr06173160,skvr07229340,skvr07229350,skvr07229360,skvr07229370,skvr10136980,skvr10136990,skvr11110220,skvr11110230,skvr11110240,skvr11110250,skvr11127070,skvr12161880,skvr12161900,skvr12161910,skvr12161920,skvr12161930,skvr12161940,skvr12161950,skvr12161960
t060500_2230	Sisiliskon sanat	skvr01224050,skvr01204540,skvr01204550,skvr01204560,skvr01204570,skvr01204580,skvr01204590,skvr01204601,skvr01204602,skvr01204600,skvr01204610,skvr01204620,skvr01204630,skvr01204640,skvr01204650,skvr01204660,skvr02107720,skvr09407030,skvr09407280,skvr09407290,skvr09407300,skvr09407310,skvr06140030,skvr06140040,skvr06140050,skvr06140060,skvr06140070,skvr06140080,skvr06140090,skvr06140100,skvr06172870,skvr06172880,skvr07212570,skvr07212580,skvr07212590,skvr07212600,skvr07212610,skvr07212620,skvr07212630,skvr07212640,skvr07212650,skvr07212661,skvr07212660,skvr07212670,skvr07212680,skvr07212700,skvr07212710,skvr07212720,skvr07212730,skvr07212740,skvr07212750,skvr07212760,skvr07212770,skvr07212780,skvr07212790,skvr07212800,skvr07212810,skvr07212820,skvr10130490,skvr11114540,skvr11114680,skvr12151620,skvr12151630,skvr12151640,skvr12151650,skvr12151660,skvr12151670,skvr12151680,skvr12151690,skvr12151700,skvr12151710,skvr12151720,skvr12151730,skvr12151740,skvr12151751,skvr12151750,skvr12151760,skvr12151770,skvr12151780,skvr12151790,skvr12151800,skvr12151810,skvr12151820,skvr12151830,skvr12151840,skvr12151850,skvr12151860,skvr12151870,skvr12151880,skvr12151890,skvr12151900,skvr12151910,skvr12151920,skvr12151930,skvr12151940,skvr12151950,skvr12151960,skvr12151970,skvr12151980,skvr12151990,skvr12152000,skvr12152010,skvr12152020,skvr12152030,skvr12152040,skvr12152050,skvr12152060,skvr12152070,skvr12152080,skvr12152090,skvr12152100,skvr12152110,skvr12152120,skvr12152130,skvr12152140,skvr12152150,skvr12152160,skvr12152170,skvr12152180,skvr12152190,skvr12152200,skvr12152210,skvr12152220,skvr12152230,skvr12152240,skvr12152250,skvr12152260,skvr12152270,skvr12152280,skvr12152290,skvr12152300,skvr12152310,skvr12152320,skvr12185880,skvr12185890,skvr12185900,skvr12185910,skvr12185920,skvr12185930,skvr12185940,skvr12185950,skvr12185960,skvr12185970,skvr12185980,skvr12185990,skvr13128380,skvr15102750,skvr15102760
t060500_2240	Sisiliskon karkotus	skvr01120740,skvr06140040,skvr12151610
t060500_2250	Sisiliskon nostatus	skvr06140040
t060500_2260	Sisiliskon lumous	skvr09301530,skvr09301540,skvr09401741,skvr06140020,skvr08101060,skvr08101070,skvr08101080,skvr10130500,skvr10130510,skvr10130520,skvr10130530,skvr10130540,skvr10130550,skvr10130560,skvr10130570,skvr10130580,skvr10130590,skvr10130600,skvr10130610,skvr10130621,skvr10130620,skvr10154260,skvr10154270,skvr11114550,skvr11114560,skvr11114570,skvr11114580,skvr11114590,skvr11114600,skvr11114610,skvr11114620,skvr11114630,skvr11114640,skvr11114650,skvr11114660,skvr11114670,skvr11114690,skvr11114700,skvr11114710,skvr11114720,skvr11114730,skvr11114740,skvr11114750,skvr11114760,skvr11114770,skvr11114780,skvr11114790,skvr13089520,skvr13128370,skvr13128390,skvr13128400
t060500_2270	Sokeus	skvr13094610
t060500_2280	Sormen särky	skvr09305380,skvr09305390,skvr13094620
t060500_2290	Spitaali	skvr09405400
t060500_2300	Struuma	skvr05225900,skvr06143200,skvr06173621,skvr06173620,skvr07210890,skvr07221540,skvr07221550,skvr07221560,skvr07221570,skvr07221580,skvr07221590,skvr07221600,skvr07221610,skvr07221620,skvr07221630,skvr07221640,skvr07221650,skvr07221660,skvr07221700,skvr07221710,skvr07221720,skvr07221730,skvr07221740,skvr07221760,skvr07221770,skvr07221780,skvr07221800,skvr07221810,skvr07221820,skvr07221830,skvr07221840,skvr07221850,skvr07221860,skvr07221870,skvr07221890,skvr07221900,skvr07221920,skvr07221940,skvr13090160,skvr13090340
t060500_2310	Suden purema	skvr03144330,skvr03144340,skvr05225790,skvr05225800,skvr05225810,skvr05225820,skvr05225830,skvr07212830,skvr07212840,skvr07212850,skvr07212860,skvr07212870,skvr07212880,skvr07212890,skvr07212900,skvr07212910,skvr07212920,skvr07212930,skvr07212940,skvr07212950,skvr07212960,skvr07302060,skvr13089530,skvr13089541,skvr13089540,skvr13089550,skvr13089570,skvr13089580,skvr13089590,skvr13089600,skvr13089611,skvr13089610,skvr13089620,skvr13089630,skvr13089640,skvr13089650,skvr13089660,skvr13128410
t060500_2320	Suonenveto	skvr12161970,skvr12161980,skvr12161990,skvr12162000,skvr13094630,skvr13094640
t060500_2330	Sydänkuut	skvr02109190
t060500_2340	Synnyttäjän päästäminen kiroista	skvr01209420,skvr02109240,skvr09303140,skvr06146520,skvr07230150,skvr07230270,skvr07230280,skvr07230290,skvr07230300,skvr07230310,skvr07230320,skvr07230330,skvr07230340,skvr07230350,skvr07230360,skvr07230370,skvr07230380,skvr12162010,skvr13094790,skvr14124350
t060500_2350	Synnyttäjän kiroaminen	skvr07249570
t060500_2360	Synnyttäneen kohdun ja synnytystien pienentäminen	skvr12176310,skvr13094700
t060500_2370	Synnytyksen jälkeen	skvr09404230,skvr13094770
