t010100_3710	Vaimon etsijä	skvr04127900
t060800_0300	Veden haltia meneen toiseen järveen	skvr01213140
t060800_0310	Vene näkymättömäksi	skvr06150870
t060800_0320	Verkkoja laskiessa	skvr01213240,skvr01213250,skvr01213260,skvr01213270,skvr01213280,skvr01213290,skvr01213300,skvr09411740,skvr09411750,skvr09411760,skvr06151550,skvr06174751,skvr07236820,skvr07236840,skvr11119621,skvr12167110,skvr12167120,skvr13096630,skvr13096640
t060800_0330	Verkkojatan solmiaminen	skvr06174752
t060800_0340	Verkkojen päästö pilauksesta	skvr01213320,skvr06150850,skvr06150900,skvr13096150
t060800_0350	Verkot pilataan	skvr01213310
t060900_0630	Variksia vastaan	skvr09414480,skvr08106280,skvr10148120,skvr10148530,skvr10148540,skvr11122530,skvr13099190
t060900_0640	Viikatteen hiominen	skvr09315790,skvr09315800,skvr09315810,skvr08107080,skvr08107090,skvr10150970,skvr10150980,skvr14128500,skvr14128510,skvr14128520,skvr14128530,skvr14128540
t060900_0650	Viikatteen pilaaminen	skvr13131820
t060900_0660	Viikatteita talvikorjuuseen pannessa	skvr06159670,skvr06176293
t060900_0670	Viljan kypsyminen	skvr06163900
t060900_0680	Viljan leikkuun loputtua	skvr09314540,skvr06159330,skvr06159340,skvr06159350,skvr06159360,skvr06159370,skvr06159380,skvr06159390,skvr06159400,skvr06159410,skvr07245220,skvr07245240,skvr07245260,skvr07245270,skvr12175311,skvr12175310,skvr12175321
t060900_0690	Viljan seisotus	skvr09314570
t060900_0700	Viljan varaaminen varkailta	skvr13131830
t060900_0710	Viljanleikkaajan sanoja	skvr01217630,skvr06160400,skvr12175300,skvr13099230,skvr13099240,skvr13131860,skvr13131870
t060900_0720	Viljanleikkaajan varauksia	skvr01217640,skvr01217650,skvr02113940,skvr04145010,skvr09300110,skvr09300120,skvr09300130,skvr09300140,skvr09300150,skvr06159260,skvr06159270,skvr06159280,skvr06159290,skvr06159300,skvr06159310,skvr06159320,skvr06175861,skvr06175870,skvr07245230,skvr07245250,skvr07245280,skvr10121981,skvr10121982,skvr10121980,skvr10122001,skvr10148981,skvr10148980,skvr11122540,skvr11122550,skvr12175290,skvr12175330,skvr12175340,skvr13101700,skvr13099220
t060900_0730	Viljaonnen pilaaminen	skvr09314730,skvr09314740,skvr08106290,skvr10147050,skvr11122520
t060900_0740	Viljaonni	skvr01217670,skvr08105430,skvr10147020,skvr10147030,skvr10147040,skvr10147050,skvr10148990,skvr12138150,skvr12138160,skvr12175390,skvr12184490,skvr13099250,skvr13131810,skvr13131850,skvr14128020
t061000_2070	Vapunaamun huuto	skvr14125420,skvr14125430
t061000_2080	Varautuminen pilaantunutta heinää syödessä	skvr06175560
t061000_2090	Varsaa auran eteen pantaessa	skvr01216920,skvr01216930
t061000_2100	Varsan menestyminen	skvr09412050,skvr06152500,skvr12174100
t061000_2110	Varsojen sukupuolen määrääminen	skvr09310460,skvr08104740
t061000_2120	Varsojen varaus susia vastaan	skvr10140810,skvr10140820,skvr10140830
t061000_2130	Vasikan iän määrääminen juustomaitoa syödessä	skvr09310920,skvr09310950,skvr09310970,skvr09412810,skvr06155120,skvr06155130,skvr06155140,skvr06155160,skvr06155180,skvr06155240,skvr13100450,skvr13131410
t061000_2140	Vasikan karsinan siunaus	skvr12170290
t061000_2150	Vasikan menestyminen	skvr01215500,skvr01215520,skvr01215530,skvr01215540,skvr01215550,skvr01224820,skvr01224890,skvr09310890,skvr09310900,skvr09310910,skvr09310930,skvr09310940,skvr09310980,skvr09310990,skvr09412820,skvr09412840,skvr06154940,skvr06154950,skvr06154960,skvr06154970,skvr06154980,skvr06154990,skvr06155010,skvr06155020,skvr06155030,skvr06155040,skvr06155050,skvr06155060,skvr06155080,skvr06175191,skvr06175192,skvr06175190,skvr07242590,skvr07242620,skvr07242630,skvr07242640,skvr07242650,skvr07242660,skvr07242670,skvr07242680,skvr07242690,skvr07242700,skvr07242710,skvr07242720,skvr07242730,skvr07242740,skvr07242750,skvr07242760,skvr07242770,skvr07242780,skvr08104790,skvr10142210,skvr10142220,skvr10142230,skvr10142240,skvr10142250,skvr11121720,skvr11121730,skvr11121740,skvr12170340,skvr12170351,skvr12170350,skvr12170360,skvr13098530
t061000_2160	Vasikan nimeäminen	skvr09412830,skvr06155080,skvr12170300,skvr12170310,skvr12170320,skvr12186980
t061000_2170	Vasikka ei karkaa	skvr07303380,skvr13067910,skvr13131420
t061000_2180	Vasikka vieroitetaan lehmästä	skvr02113870
t061000_2190	Vasikkaonni	skvr07242610,skvr12173430,skvr12173440,skvr12173450,skvr14125510,skvr14125530
t061000_2200	Vasikoiden sukupuolen määräminen jouluna	skvr10142050
t061000_2210	Vetämättömäksi noidutun hevosen parantaminen	skvr10140951
t061000_2220	Vihamiehen hevosen kadottaminen	skvr12174020,skvr12174080
t061000_2230	Vihamiehen lehmän ajaminen kotiseudulta	skvr12171230
t061000_2240	Vihamies hevosella kulkemaan	skvr06152240
t061000_2250	Viili estetään pilaantumasta	skvr10143320
t061000_2260	Vohlan sanat	skvr06158030
t061000_2270	Voionnen hankkiminen	skvr01212550,skvr01215970,skvr01215980,skvr01215990,skvr03145870,skvr03145880,skvr04145340,skvr04145350,skvr04145360,skvr09311630,skvr09311640,skvr09311650,skvr09311660,skvr09311670,skvr09311680,skvr09311690,skvr09311700,skvr09311710,skvr09311720,skvr09311730,skvr09311740,skvr09311750,skvr09311760,skvr09311770,skvr09311790,skvr09311801,skvr09311800,skvr09311810,skvr09311820,skvr09311830,skvr09311840,skvr06155190,skvr06155840,skvr06155850,skvr06156460,skvr06156470,skvr06156480,skvr06156490,skvr06156500,skvr06156510,skvr07241170,skvr07241180,skvr07241190,skvr07241200,skvr07241210,skvr07241220,skvr07241230,skvr07241240,skvr07241250,skvr07241260,skvr07241270,skvr07241280,skvr07241290,skvr08145280,skvr08105020,skvr08105060,skvr08105070,skvr08105080,skvr08105090,skvr08105100,skvr08105110,skvr08105120,skvr08105130,skvr08105140,skvr10143390,skvr10143400,skvr10143410,skvr10143430,skvr10143520,skvr10143530,skvr10143540,skvr10143550,skvr10143560,skvr10143590,skvr10143610,skvr10143620,skvr10143630,skvr10143640,skvr10143650,skvr10143660,skvr10143670,skvr10143680,skvr10143690,skvr10143700,skvr10143710,skvr10143720,skvr10143730,skvr10143750,skvr10143760,skvr10143770,skvr10143780,skvr10143800,skvr10143810,skvr10143820,skvr10143850,skvr10143860,skvr10143870,skvr10143880,skvr10143890,skvr10143900,skvr10143940,skvr10143950,skvr10143960,skvr10143970,skvr10143980,skvr10143990,skvr10144000,skvr10144010,skvr10144020,skvr10144030,skvr10144290,skvr10144790,skvr10144800,skvr10144810,skvr10144820,skvr10144830,skvr10144840,skvr10144850,skvr10144860,skvr10145290,skvr10145300,skvr10155460,skvr10155470,skvr10155520,skvr10155530,skvr10155550,skvr11122090,skvr11122100,skvr11122120,skvr11122130,skvr11122140,skvr11122150,skvr11122160,skvr11122170,skvr11122180,skvr12171270,skvr13098540,skvr13098550,skvr13131430,skvr13131440,skvr13131450,skvr13131460,skvr14125130,skvr14125540,skvr14125550,skvr14125560
t061000_2280	Voionnen pilaaminen	skvr01215920,skvr15103530
t061000_2290	Vuoniminen	skvr07244160
t061100_0830	Varsalle rautahampaan toivotus	skvr10140840
t061100_0840	Vasikan sairaus	skvr06155030,skvr12173420,skvr13130940
t061100_0850	Vasikan synnytyssanat	skvr01215440,skvr02110070,skvr05226650
t061100_0860	Verta lypsävän lehmän parantaminen	skvr01215160,skvr01215170,skvr01215180,skvr02109980,skvr09414150,skvr07241020,skvr07242270,skvr10143470,skvr12172280,skvr13097540
t061100_0870	Vuonan silmät vuotavat	skvr06152400
t061300_0150	Vaihdettu lapsi takaisin	skvr07249750
t061300_0160	Vastasyntynyt	skvr01219131,skvr01219130,skvr01219140,skvr01219150,skvr01219160,skvr01219170,skvr01219280,skvr01225120,skvr01225140,skvr01225190,skvr01206660,skvr01206870,skvr01206900,skvr01206920,skvr03145020,skvr04145620,skvr04145630,skvr09315121,skvr09315130,skvr09304820,skvr09415310,skvr09415340,skvr09400700,skvr05226690,skvr06146520,skvr06146670,skvr06146690,skvr06146700,skvr06146720,skvr06146730,skvr06146750,skvr06146760,skvr06146770,skvr06146780,skvr06173650,skvr06173680,skvr06173810,skvr07144240,skvr07216380,skvr07222780,skvr07223530,skvr07249420,skvr07249430,skvr07249440,skvr07249450,skvr07249460,skvr07249470,skvr07249480,skvr07249490,skvr07249500,skvr07249530,skvr07249540,skvr07249560,skvr07249610,skvr07249620,skvr07249630,skvr07249650,skvr07249660,skvr07249680,skvr07249690,skvr07249700,skvr08111020,skvr08111030,skvr10138840,skvr10138850,skvr10139070,skvr10139090,skvr10149640,skvr11123800,skvr11123810,skvr11123820,skvr12137920,skvr12176240,skvr12176250,skvr12176260,skvr12176280,skvr12176300,skvr12176320,skvr12176330,skvr12176350,skvr12176360,skvr12176370,skvr13100180,skvr13100190,skvr13091160,skvr13091230,skvr13091390,skvr13128890,skvr13128900,skvr13128930,skvr13128970,skvr14123190,skvr14128000
t061400_0120	Varas manataan varastamaan	skvr01221210,skvr07251090,skvr07251100,skvr07251110,skvr07251120,skvr12178880
t061400_0130	Varas saatetaan lyömään kirveellä jalkansa	skvr11115380
t061400_0140	Varautuminen varkaita vastaan	skvr09316040,skvr09316050,skvr12178770,skvr12178930,skvr14128490
t061400_0150	Varastetun tavaran takaisin saaminen	skvr01221150,skvr01221160,skvr01221170,skvr01221180,skvr01221190,skvr01221200,skvr01221220,skvr02110970,skvr02114450,skvr04145600,skvr04145790,skvr09316060,skvr09316070,skvr09316080,skvr09316090,skvr09316100,skvr09316110,skvr09316120,skvr09416350,skvr09416360,skvr09416370,skvr09416380,skvr09416390,skvr09416400,skvr09416410,skvr09416420,skvr09416440,skvr05226930,skvr06163650,skvr06163660,skvr06163670,skvr06163680,skvr06163690,skvr06163700,skvr06163710,skvr06163720,skvr06163730,skvr06163740,skvr06163750,skvr06163760,skvr06163770,skvr07251020,skvr07251030,skvr07251040,skvr07251050,skvr07251070,skvr07251080,skvr10120580,skvr10120860,skvr10151961,skvr10151970,skvr10151981,skvr10151980,skvr10151990,skvr10152000,skvr10152010,skvr10152021,skvr10152020,skvr10152030,skvr10152040,skvr10152050,skvr10152060,skvr10152070,skvr10152080,skvr10152090,skvr10152100,skvr10152110,skvr10156060,skvr11124810,skvr11105770,skvr11105780,skvr11105800,skvr11105820,skvr11105830,skvr11105840,skvr12137550,skvr12178660,skvr12178670,skvr12178680,skvr12178690,skvr12178700,skvr12178710,skvr12178720,skvr12178730,skvr12178740,skvr12178750,skvr12178760,skvr12178780,skvr12178790,skvr12178800,skvr12178810,skvr12178820,skvr12178830,skvr12178840,skvr12178850,skvr12178860,skvr12178870,skvr12178890,skvr12178900,skvr12178910,skvr12178920,skvr12178940,skvr12178950,skvr12178960,skvr12178970,skvr12178980,skvr12178990,skvr12179000,skvr12187110,skvr13101740,skvr13101750,skvr13133090,skvr14128490
t061400_0160	Varkaan varokeinoja	skvr01221140,skvr09316030,skvr09416290,skvr09416300,skvr09416310,skvr09416320,skvr09416330,skvr09416340,skvr10120540,skvr10152121,skvr10152120,skvr11105740,skvr11105750,skvr11105760,skvr13101730
t061400_0170	Vihollisia vastaan	skvr12180261
t061500_1220	Vaate ja piru	skvr14127060
t061500_1230	Vaatetta paikatessa	skvr01220170
t061500_1240	Vaatetta päälle puettaessa	skvr01219210,skvr01219360,skvr01220140,skvr09415350,skvr06162600,skvr06176350,skvr07249510,skvr07251850,skvr07303580,skvr08107250,skvr08107260,skvr11123780,skvr11124790,skvr12177960,skvr12177970,skvr12177980,skvr12177990,skvr12178000,skvr13132320
t061500_1250	Vaatteet tytöllä lisääntyy	skvr01220130
t061500_1260	Varaus ampumista vastaan	skvr10151930
t061500_1270	Varautuminen koita vastaan	skvr08107270
t061500_1280	Varautuminen pahalta vieraassa paikassa	skvr06162300,skvr12180210
t061500_1290	Varautuminen vieraita vastaan	skvr09400380,skvr09400400,skvr06171900,skvr12135760,skvr12136030,skvr12136140,skvr12136180,skvr13127280,skvr13127290,skvr13127310
t061500_1300	Venettä tehtäessä	skvr07249970
t061500_1310	Veräjää tehdessä	skvr13100730
t061500_1320	Vesillä ollessa - vesille lähtiessä	skvr01221240,skvr06130900,skvr06130910,skvr12179960,skvr12179970,skvr12179980,skvr12179990,skvr12180000,skvr13101720,skvr15103480
t061500_1330	Vettä juodessa	skvr01225280,skvr10151561
t061500_1340	Vieraan kiroista vapautuminen	skvr06162310,skvr06162320,skvr10151940,skvr12179420,skvr12179430,skvr13103230
t061500_1350	Vieraan tulon ennustaminen	skvr07252150,skvr07252160,skvr10151461
t061500_1360	Vihamiehen tappaminen	skvr06130700
t061500_1370	Viinan keitto	skvr06162020,skvr06162030,skvr07251340,skvr07251350,skvr07251360,skvr08145780,skvr08106970,skvr08106980,skvr08106990,skvr08107000,skvr08107010,skvr08107020,skvr08107030,skvr08107040,skvr10151950,skvr11122800,skvr12177850,skvr12177860,skvr12177870,skvr12177880,skvr12177890,skvr12177900,skvr14127130
t061500_1380	Viinapannun pilaaminen	skvr09416280
t061500_1390	Virpominen	skvr01221290,skvr01221301,skvr01221300,skvr01221310,skvr02111000,skvr02114080,skvr02114090,skvr02114100,skvr02114110,skvr02114120,skvr02114130,skvr02114140,skvr02114150,skvr02114160,skvr02114170,skvr02114180,skvr02114190,skvr03110510,skvr03118030,skvr03121250,skvr04138930,skvr04141030,skvr04147770,skvr05226900,skvr05226910,skvr06129520,skvr06129530,skvr06129540,skvr06129550,skvr06129560,skvr06129570,skvr06129580,skvr06129590,skvr06129600,skvr06129610,skvr06129620,skvr06129630,skvr06129640,skvr06129650,skvr06171730,skvr06171740,skvr06171750,skvr06171760,skvr06171770,skvr06171780,skvr06171790,skvr06171800,skvr06171810,skvr06171820,skvr06171830,skvr07251530,skvr07251540,skvr07251550,skvr07251560,skvr07251570,skvr07251580,skvr07251590,skvr07251600,skvr07251610,skvr07251620,skvr07251630,skvr07251640,skvr07251650,skvr07251660,skvr07251670,skvr07251680,skvr07251690,skvr07251700,skvr07251710,skvr07251720,skvr10151960,skvr13101760,skvr13101770,skvr13101780,skvr13101790,skvr13101800,skvr13101810,skvr13101820,skvr13101830,skvr13101840,skvr13101850,skvr13101860,skvr13101870,skvr13101880,skvr13101890,skvr13101900,skvr13101910,skvr13101920,skvr13101930,skvr13101940,skvr13101950,skvr13101960,skvr13101970,skvr13101980,skvr13101990,skvr13102000,skvr13102010,skvr13102020,skvr13102030,skvr13102040,skvr13102050,skvr13102060,skvr13102070,skvr13102080,skvr13102090,skvr13102100,skvr13102110,skvr13102120,skvr13102130,skvr13102140,skvr13102150,skvr13102160,skvr13102170,skvr13102180,skvr13102190,skvr13102200,skvr13102210,skvr13102220,skvr13102230,skvr13102240,skvr13102250,skvr13102260,skvr13102270,skvr13102280,skvr13102290,skvr13102300,skvr13102310,skvr13102320,skvr13102330,skvr13102340,skvr13102350,skvr13102360,skvr13102370,skvr13102380,skvr13102390,skvr13102400,skvr13102410,skvr13102420,skvr13102430,skvr13102440,skvr13102450,skvr13102460,skvr13102470,skvr13102480,skvr13102490,skvr13102500,skvr13102510,skvr13102520,skvr13102530,skvr13102540,skvr13102550,skvr13102560,skvr13102570,skvr13102580,skvr13102590,skvr13102600,skvr13102610,skvr13102620,skvr13102630,skvr13102640,skvr13102650,skvr13102660,skvr13102670,skvr13102680,skvr13102690,skvr13102700,skvr13102710,skvr13102720,skvr13102730,skvr13102740,skvr13102750,skvr13102760,skvr13102770,skvr13102780,skvr13102790,skvr13102800,skvr13102810,skvr13102820,skvr13102830,skvr13102840,skvr13102850,skvr13102860,skvr13102870,skvr13102880,skvr13133100,skvr13133110,skvr13133120,skvr13133130,skvr13133140,skvr13133150,skvr13133160,skvr13133170,skvr13133180,skvr13133190,skvr13133200,skvr13133210,skvr13133220,skvr13133230,skvr13133240,skvr13133250,skvr13133260,skvr13133270,skvr13133280,skvr13133290,skvr13133300,skvr13133310,skvr13133320,skvr13133330,skvr13133340,skvr13133350,skvr13133360,skvr13133370,skvr13133380,skvr13133390,skvr13133400,skvr13133410,skvr13133420,skvr13133430,skvr13133440,skvr13133450,skvr13133460,skvr13133470,skvr13133480,skvr13133490,skvr13133500,skvr13133510,skvr13133520,skvr13133530,skvr13133540,skvr13133550,skvr13133560,skvr13133570,skvr13133580,skvr13133590,skvr13133600,skvr13133610,skvr13133620,skvr13133630,skvr13133640,skvr13133650,skvr13133660,skvr13133670,skvr13133680,skvr13134420,skvr13134430,skvr13134440,skvr14128550,skvr14128560
t061500_1400	Voikukalle	skvr14128010
t061500_1410	Vuotuisiin juhlapäiviin liittyviä	skvr01221120,skvr04145420,skvr09315980,skvr07251010,skvr10121120,skvr10121130,skvr10121150,skvr10121161,skvr10121160,skvr10121170,skvr10121180,skvr10121190
t061600_1020	Vamman synty	skvr12162810,skvr12162850,skvr12162890
t061600_1030	Vilutaudin synty	skvr07219550
t061600_1040	Vasken synty	skvr02106770,skvr02106780,skvr02107060,skvr07206780,skvr12146820,skvr12152520,skvr12173370,skvr12173380
t061600_1050	Vatsataudin synty	skvr07302970
t061600_1060	Veden synty	skvr01210630,skvr01210640,skvr01210650,skvr01210660,skvr01210670,skvr07207451,skvr07231310,skvr07231340,skvr12146200,skvr12153600,skvr12156060,skvr12162920,skvr12162930,skvr12163000,skvr12163030,skvr12163040,skvr12163150,skvr12163320,skvr12177460,skvr13091380
t061600_1070	Veren synty	skvr11116290,skvr11117050,skvr12141530,skvr12141540
t061600_1080	Vesihiiden synty	skvr06140940
t061600_1090	Vesikauhun synty	skvr07231130
t061600_1100	Viljan synty	skvr06172370,skvr06172380
t061600_1110	Vitun synty	skvr06101370,skvr06140600,skvr06141700,skvr06152810,skvr07219590,skvr07219610,skvr07219620,skvr07219630,skvr07219640,skvr07219650,skvr07219660,skvr07219670,skvr07221970,skvr07222030,skvr07222070,skvr07222080,skvr07223880,skvr12162060,skvr13094400,skvr15104090,skvr15104140,skvr15106560,skvr15106570,skvr15106590
t061600_1120	Voiteen synty	skvr01223941,skvr01223940,skvr01224210,skvr01203080,skvr01203360,skvr01205570,skvr01205580,skvr01205590,skvr01205611,skvr01205610,skvr01205851,skvr01205850,skvr01209951,skvr01209952,skvr01209950,skvr02100611,skvr02100610,skvr02106250,skvr02106280,skvr02106500,skvr02106530,skvr02106550,skvr02106770,skvr02106780,skvr02106821,skvr02106820,skvr02106840,skvr02106930,skvr02108040,skvr02108051,skvr02108050,skvr02108081,skvr02108082,skvr02108080,skvr02108090,skvr02108100,skvr03144070,skvr03144260,skvr03145570,skvr03145740,skvr03145760,skvr04140400,skvr04142400,skvr04142410,skvr04142420,skvr04143170,skvr09309570,skvr09309620,skvr09309630,skvr09410310,skvr09410330,skvr09410340,skvr09400180,skvr09402850,skvr09403080,skvr09403160,skvr09403710,skvr09408460,skvr09408900,skvr09409160,skvr09409340,skvr05225580,skvr05312991,skvr05312990,skvr06130120,skvr06130140,skvr06130150,skvr06130160,skvr06130170,skvr06130220,skvr06130270,skvr06130280,skvr06131760,skvr06131780,skvr06131830,skvr06132110,skvr06132120,skvr06132170,skvr06132210,skvr06133350,skvr06134040,skvr06134120,skvr06134750,skvr06135450,skvr06135550,skvr06135610,skvr06138090,skvr06138340,skvr06140870,skvr06140880,skvr06145030,skvr06145770,skvr06145880,skvr06153050,skvr07106660,skvr07212500,skvr07212520,skvr07212950,skvr07213220,skvr07201320,skvr07213580,skvr07214410,skvr07215480,skvr07202150,skvr07202160,skvr07202180,skvr07202340,skvr07202770,skvr07202890,skvr07202910,skvr07202950,skvr07203050,skvr07203060,skvr07203200,skvr07203280,skvr07203620,skvr07204720,skvr07205620,skvr07206280,skvr07206880,skvr07207160,skvr07207230,skvr07207510,skvr07208690,skvr07217820,skvr07217950,skvr07218130,skvr07218160,skvr07218240,skvr07222980,skvr07227550,skvr07228860,skvr07228940,skvr07231310,skvr07231340,skvr07231390,skvr10121940,skvr10123270,skvr11118020,skvr11118080,skvr12135570,skvr12139450,skvr12139710,skvr12139720,skvr12139730,skvr12140090,skvr12145380,skvr12145480,skvr12145530,skvr12145570,skvr12145970,skvr12146020,skvr12146060,skvr12146160,skvr12146790,skvr12153670,skvr12153720,skvr12153730,skvr12153740,skvr12153830,skvr12156060,skvr12160550,skvr12174580,skvr12174780,skvr12177460,skvr13086270,skvr13087290,skvr13087480,skvr13087600,skvr13088850,skvr13094620,skvr13095190,skvr13095290,skvr13095310,skvr14121830
t061700_0060	Vesi vanhin veljeksistä	skvr01120400,skvr01210140,skvr01210590,skvr01201050,skvr01210670,skvr01201080,skvr01201300,skvr01201370,skvr01201530,skvr01201570,skvr01216270,skvr01201680,skvr01217120,skvr01201730,skvr01219451,skvr01219450,skvr01219460,skvr01219690,skvr01219891,skvr01219890,skvr01219900,skvr01219910,skvr01225140,skvr01203330,skvr01204640,skvr01205540,skvr01205991,skvr01205992,skvr01206950,skvr01206970,skvr01209410,skvr02110770,skvr02110820,skvr02106310,skvr02106860,skvr02106922,skvr02106920,skvr02107030,skvr02108240,skvr02109410,skvr02109660,skvr03143460,skvr04145450,skvr04145730,skvr09204410,skvr09204420,skvr09204430,skvr09204440,skvr09204450,skvr09301601,skvr09410510,skvr09406730,skvr05313391,skvr05313390,skvr05313401,skvr05313400,skvr05313410,skvr06131660,skvr06131730,skvr06131780,skvr06131950,skvr06132280,skvr06132480,skvr06132550,skvr06132670,skvr06132680,skvr06132700,skvr06132710,skvr06132720,skvr06138000,skvr06138340,skvr06164871,skvr06164871,skvr06171851,skvr06171860,skvr06171870,skvr06172301,skvr07214060,skvr07214100,skvr07215120,skvr07203210,skvr07144950,skvr07206190,skvr07206220,skvr07206360,skvr07206680,skvr07206790,skvr07206900,skvr07206980,skvr07207030,skvr07207070,skvr07207620,skvr07207640,skvr07219900,skvr07220920,skvr07220960,skvr07223780,skvr07231290,skvr07231310,skvr07231340,skvr07231390,skvr07239430,skvr07250880,skvr07251950,skvr10122410,skvr10122420,skvr11110050,skvr11110850,skvr11110860,skvr11118270,skvr11118530,skvr11118540,skvr11118770,skvr11105190,skvr11105200,skvr11105530,skvr12135560,skvr12137080,skvr12139810,skvr12141521,skvr12142370,skvr12143180,skvr12145100,skvr12145130,skvr12145160,skvr12145210,skvr12145310,skvr12145600,skvr12145610,skvr12145670,skvr12145690,skvr12145700,skvr12145720,skvr12145740,skvr12145760,skvr12145930,skvr12146000,skvr12146200,skvr12146230,skvr12146280,skvr12146300,skvr12146320,skvr12146530,skvr12146580,skvr12146620,skvr12146630,skvr12146640,skvr12146680,skvr12146770,skvr12149860,skvr12156060,skvr12156090,skvr12157770,skvr12162950,skvr12162960,skvr12162970,skvr12162980,skvr12163020,skvr12163050,skvr12163060,skvr12163090,skvr12163100,skvr12163110,skvr12163120,skvr12163210,skvr12163250,skvr12163290,skvr12163300,skvr12163320,skvr12163330,skvr12163340,skvr12163360,skvr12163380,skvr12166480,skvr12172850,skvr12174670,skvr12174680,skvr12174690,skvr12174710,skvr12174780,skvr12175360,skvr12176150,skvr12177500,skvr12177590,skvr12179980,skvr12185160,skvr12185210,skvr12185230,skvr12185250,skvr12185330,skvr12186310,skvr12186700,skvr12186720,skvr12186740,skvr12187330,skvr12187340,skvr13100690,skvr13084180,skvr13087170,skvr13087530,skvr13087550,skvr13087670,skvr13087710,skvr13088210,skvr13091980,skvr13097550,skvr13127910
t061700_0070	Vuoresta veden synty	skvr01210630,skvr01220930,skvr01202350,skvr01206720,skvr02106760,skvr02106770,skvr02106780,skvr02106790,skvr02106800,skvr02106821,skvr02106820,skvr02106840,skvr02106910,skvr02106930,skvr03143590,skvr05225280,skvr06129810,skvr06131830,skvr06132080,skvr06132100,skvr06132130,skvr06132140,skvr06132180,skvr06132310,skvr06132480,skvr06132740,skvr06152980,skvr07210010,skvr07213680,skvr07213850,skvr07213880,skvr07213890,skvr07214000,skvr07214190,skvr07206090,skvr07206210,skvr07206630,skvr07206860,skvr07206900,skvr07206910,skvr07206950,skvr07207070,skvr07207110,skvr07207250,skvr07207441,skvr07207440,skvr07207580,skvr07217620,skvr07217630,skvr07231340,skvr12140780,skvr12140820,skvr12141090,skvr12144890,skvr12145150,skvr12145180,skvr12145220,skvr12145420,skvr12145430,skvr12162920,skvr12162930,skvr13087530,skvr13092460,skvr13127700,skvr15102580
t061800_0200	Vainajat, kalma, kirkonväki	skvr10121030,skvr10151381,skvr10151382,skvr10151380,skvr10151391,skvr10151390,skvr10151421,skvr12137420,skvr12138230,skvr12138240,skvr12138250,skvr12138260,skvr12138270,skvr12138280,skvr12184440,skvr12184450
t061800_0210	Varas	skvr09416290,skvr09416350,skvr10120860,skvr13133090
t061800_0215	Varjele, vakaini Luoja	skvr01114880,skvr01214040,skvr01201680,skvr01218800,skvr06106050,skvr06107160,skvr07120810,skvr07200450,skvr13099870,skvr13130840,skvr13134310,skvr14100860
t061800_0220	Vesillä	skvr12138290,skvr12138300
t061800_0230	Vieras	skvr12138210,skvr12138220
t061900_0110	Voi sinä rupiturpa	skvr07217390
t062000_0120	Västäräkille	skvr09110230,skvr09121430,skvr09317080,skvr09317090
t070100_3560	Vaiv' on vaaralla eleä	skvr07117680,skvr07131750,skvr07146200
t070100_3570	Vaivainen vakoilta naipi, autuas alastomalta	skvr15105900
t070100_3580	Vaivaisen emosen lapsi kaikkien sanottavana	skvr05207381,skvr05209220,skvr05305440,skvr13021780,skvr13027740
t070100_3590	Vaivanen vaivasta koski siitä vaivaset sikiivät	skvr15105890
t070100_3600	Valon valjeta pitäisi, yöt aina ylitse käyvät	skvr13084090
t070100_3610	Varas vei varkahalta, koira koiralta tapasi	skvr04129210
t070100_3620	Varhain varis suveksi	skvr13084100
t070100_3630	Varis lippasi vaaputteli kuin papin emäntä	skvr13084110
t070100_3640	Varsa on vaivasen hevonen	skvr13107780
t070100_3650	Vasitenki vaimo naia	skvr01120210
t070100_3660	Vasta on puolat puolikypsät	skvr13083560
t070100_3670	Vaunuloissa valtamiehet	skvr15104690
t070100_3680	Vene tehty vettä varten, nainen miehen vartta varten	skvr05202830,skvr13013790,skvr13030300
t070100_3690	Venehett' et vettä souda	skvr05311530,skvr05311540,skvr13013790,skvr13016510,skvr13002310
t070100_3700	Veri vanhemman vetää	skvr05311690,skvr05312340,skvr06171400,skvr13029620
t070100_3710	Vesille venehen mieli, naisen miehelään	skvr01103040,skvr01106350,skvr01106400,skvr01106460,skvr01116500,skvr07118200,skvr13033960,skvr13033970,skvr13083300,skvr13083310,skvr13083320,skvr13083330,skvr13083340,skvr13083350,skvr13083360,skvr13083370,skvr13083380,skvr13083390,skvr13083400,skvr13083410,skvr13083420,skvr13083430,skvr13107740,skvr13108130,skvr15101750,skvr15105920
t070100_3720	Veteläiset veljen armot	skvr05212890,skvr05212900,skvr05204390,skvr05204720,skvr13021010,skvr13033030,skvr13033040,skvr13033050,skvr13033060,skvr13033070,skvr13033080,skvr13033090,skvr13033100,skvr13033110,skvr13033120,skvr13033130,skvr13033140,skvr13033150,skvr13033160,skvr13033170,skvr13033180,skvr15105930
t070100_3730	Vie sie mie vikisen	skvr06108050,skvr06108060,skvr06108070,skvr13068050,skvr13068060,skvr13068070,skvr13068080,skvr13068090,skvr13068100,skvr13068110,skvr13068120,skvr13068130,skvr13068140,skvr13068150,skvr13068160,skvr13068170,skvr13068180,skvr13068190,skvr13068200,skvr13068210,skvr13068220,skvr13068230,skvr13068240,skvr13068250,skvr13068260,skvr13068270,skvr13068280,skvr13072920
t070100_3740	Vilu viitatta tulloo, tuima turkin lämpimättä	skvr05312310
t070100_3750	Vilu viitta köyhän miehen	skvr07114590,skvr07144140,skvr13084170,skvr15105940
